Survey name,Availability of dietary data,ISO3,Year,Dietary assessment method,Representativeness,Sample size,Youngest age,Oldest age,Sex,Available dietary factors,FoodEx2 harmonization status,GDD model inclusion?,URL (public surveys only),surveyid,surveyround
Health Behavior in School-Aged Children 1994,Publicly Available,LVA,1993,FFQ,National,3749,10.83,16.67,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Nuts and Seeds|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk|Fruits|Non-Starchy Vegetables|Potatoes|Nuts and Seeds|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk,,Yes,http://www.hbsc.org/,5383,1
Arab Teens Lifestyle Study (ATLS),Available for Download,MAR,2011,FFQ,Local,558,15,25,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Potatoes|Sugar-Sweetened Beverages,,Yes,,128,1
Global Student Based Student Health Survey 2010,Publicly Available,MAR,2010,FFQ,National,2852,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,https://www.cdc.gov/gshs/countries/eastmediter/morocco.htm,5762,1
Combined consumption of a single high-dose vitamin A supplement and provision of vitamin A fortified oil to households maintains adequate milk retinol concentrations for 6 months in lactating Moroccan women,Available for Download,MAR,2009,FFQ,Local,92,15,45,Female,Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Whole Fat Milk|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Whole Fat Milk,,Yes,,95,1
"Inadequacy of vitamins and minerals among high-school pupils in Ouarzazate, Morocco",Available for Download,MAR,2007,Multiple Recall,Local,,15,27,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc,,Yes,,157,1
Global Student Based Student Health Survey 2006,Publicly Available,MAR,2006,FFQ,National,2527,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,https://www.cdc.gov/gshs/countries/eastmediter/morocco.htm,5452,1
World Health Survey 2003,Publicly Available,MAR,2003,FFQ,National,2073,18,98,Male,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,http://apps.who.int/healthinfo/systems/surveydata/index.php/catalog/91,5453,1
Living Conditions Lifestyles and Health,Available for Download,MDA,2001,FFQ,National,1000,18,99,,Fruits|Non-Starchy Vegetables|Unprocessed Red Meats|Total Milk|Fruits|Non-Starchy Vegetables|Unprocessed Red Meats|Total Milk,,Yes,,100147,100156
Demographic and Health Survey Madagascar 2016,Publicly Available,MDG,2016,DHS Questionnaire,National,5925,0,4,Male|Female,,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-505.cfm,5838,1
Demographic and Health Survey Madagascar 2013,Publicly Available,MDG,2013,Biomarker,National,4539,0,4,Male|Female,,,Yes,https://dhsprogram.com/publications/publication-MIS17-MIS-Final-Reports.cfm,5413,1
Demographic and Health Survey Madagascar 2011,Publicly Available,MDG,2011,Biomarker,National,5257,0,4,Male|Female,,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-396.cfm,5412,1
Demographic and Health Survey Madagascar 2008,Publicly Available,MDG,2008,DHS Questionnaire,National,28452,0,59,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Tea|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Tea|Total Milk,,Yes,https://dhsprogram.com/What-We-Do/survey/survey-display-296.cfm,5415,1
Enquête sur les facteurs de risque des maladies non transmissibles à Madagascar,Private,MDG,2005,FFQ,Subnational,1000,25,64,,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,100135,100270
Demographic and Health Survey Madagascar 2003,Publicly Available,MDG,2003,DHS Questionnaire,National,6922,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-207.cfm,5414,1
Demographic and Health Survey Madagascar 1997,Publicly Available,MDG,1997,DHS Questionnaire,National,2864,0,2,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Refined Grains|Unprocessed Red Meats|Fruit Juice|Tea|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Refined Grains|Unprocessed Red Meats|Fruit Juice|Tea|Total Milk,,Yes,https://www.dhsprogram.com/what-we-do/survey/survey-display-110.cfm,5411,1
Global Student Based Student Health Survey 2009,Publicly Available,MDV,2009,FFQ,National,3134,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,https://www.cdc.gov/gshs/countries/seasian/maldives_male.htm,5428,1
Demographic and Health Survey Maldives 2009,Publicly Available,MDV,2009,DHS Questionnaire,National,5037,0,48,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Tea|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Tea|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-321.cfm,5429,1
Study of Global Ageing and Adult Health,Publicly Available,MEX,2007,FFQ,National,2592,22,101,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,http://apps.who.int/healthinfo/systems/surveydata/index.php/catalog/67,5445,1
ENSANUT,Publicly Available,MEX,2006,FFQ,National,24271,12,59,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Milk|Total Animal Protein|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Milk|Total Animal Protein,,Yes,https://datos.gob.mx/,5966,1
National Health and Nutrition Survey 2006 ( Mexico),,MEX,2005,FFQ,National,1000,20,59,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Total Energy|Saturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Total Energy|Saturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Total Milk,,Yes,,100145,100035
Demographic and Health Survey Mexico 1987,Publicly Available,MEX,1987,DHS Questionnaire,National,876,0,4,Male|Female,Fruit Juice|Total Milk|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-11.cfm,5943,1
"INTERSALT, Chihuahua",Publicly Available,MEX,1985,Biomarker,Subnational,23,20,59,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/2810325,101112,101112
WHO STEPwise approach to Surveillance of Non-Communicable Diseases (STEPS) Republic of the Marshall Islands Report DRAFT  Version 2.5 May 2007,Private,MHL,2002,FFQ,National,1000,15,64,,,,Yes,,100143,100273
Health Behavior in School-Aged Children 2010,Publicly Available,MKD,2009,FFQ,National,3805,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5409,1
Global Student Based Student Health Survey 2007,Publicly Available,MKD,2007,FFQ,National,2077,7,16,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,https://www.who.int/ncds/surveillance/gshs/macedonia/en/,5406,1
Health Behavior in School-Aged Children 2006,Publicly Available,MKD,2006,FFQ,National,5255,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5408,1
Health Behavior in School-Aged Children 2002,Publicly Available,MKD,2001,FFQ,National,4030,10.5,16.416666,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5407,1
Demographic and Health Survey Mali 2012,Publicly Available,MLI,2012,DHS Questionnaire,National,15613,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-405.cfm,5432,1
Demographic and Health Survey Mali 2010,Publicly Available,MLI,2010,Biomarker,National,1760,0.5,4.9166665,Male|Female,,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-387.cfm,5431,1
"Dietary Diversity as a Measure of the Micronutrient Adequacy of Women's Diets: Results from Bamako, Mali Site",Publicly Available,MLI,2007,Multiple Recall,Subnational,100,15,49,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Seafoods|Total Energy|Seafood Omega-3 Fat|Calcium|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Seafoods|Total Energy|Seafood Omega-3 Fat|Calcium|Total Milk,,Yes,https://www.fantaproject.org/sites/default/files/resources/WDDP_Mali_Dec09.pdf,100255,100302
Demographic and Health Survey Mali 2006,Publicly Available,MLI,2006,DHS Questionnaire,National,11961,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Coffee|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Coffee|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-276.cfm,5942,1
World Health Survey 2003,Publicly Available,MLI,2003,FFQ,National,1738,15,98,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,http://apps.who.int/healthinfo/systems/surveydata/index.php/catalog/79,5430,1
Demographic and Health Survey Mali 2001,Publicly Available,MLI,2001,DHS Questionnaire,National,13561,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-159.cfm,5760,1
MGSD Gestational Diabetes in the Mediterranean Region,Available for Download,MLT,2010,FFQ,Local,124,17,41,Female,Fruits|Non-Starchy Vegetables|Potatoes|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B9|Vitamin C|Total Milk|Total Animal Protein|Fruits|Non-Starchy Vegetables|Potatoes|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B9|Vitamin C|Total Milk|Total Animal Protein,,Yes,,46,5
2nd European Health Interview Survey,,MLT,2008,Single Recall,National,1000,15,96,,Fruits|Non-Starchy Vegetables|Fruit Juice|Fruits|Non-Starchy Vegetables|Fruit Juice,,Yes,,100142,100083
Health Behavior in School-Aged Children 2006,Publicly Available,MLT,2006,FFQ,National,1385,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5436,1
Health Behavior in School-Aged Children 2002,Publicly Available,MLT,2001,FFQ,National,1945,11.083333,16.666666,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5435,1
Maltese Community Health and Nutrition Survey,Publicly Available,MLT,2000,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533765,100141,100193
Maltese Community Health and Nutrition Survey,Publicly Available,MLT,1995,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533764,100140,100192
Maltese Community Health and Nutrition Survey,Publicly Available,MLT,1994,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533763,100139,100191
"INTERSALT, Dingli village",Publicly Available,MLT,1985,Biomarker,Local,25,20,59,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/2810325,101086,101086
Global Student Based Student Health Survey 2007,Publicly Available,MMR,2007,FFQ,National,2784,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,https://www.cdc.gov/gshs/countries/seasian/myanmar.htm,5457,1
World Health Survey 2003,Publicly Available,MMR,2003,FFQ,National,5886,18,99,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,http://apps.who.int/healthinfo/systems/surveydata/index.php/catalog/108,5458,1
Montenegrin Community Health and Nutrition Survey,Publicly Available,MNE,2004,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533767,100151,100195
Montenegrin Community Health and Nutrition Survey,Publicly Available,MNE,2003,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533766,100150,100194
Global Student Based Student Health Survey 2013,Publicly Available,MNG,2013,FFQ,National,5355,7,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,https://www.cdc.gov/gshs/countries/westpacific/mongolia.htm,5450,1
STEP Mongolia,,MNG,2009,FFQ,National,1000,15,64,,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,100149,100276
Mongolian STEPS survey on the prevalence of noncommunicable disease risk factors 2006,,MNG,2005,FFQ,National,1000,15,64,,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,100148,100277
Yamada et al.,Publicly Available,MNG,1998,Biomarker,National,193,20,44,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/11200214,101011,101011
"Food Consumption and Culinary Practices in Maputo, Mozambique",,MOZ,2012,Single Recall,Local,100,25,62,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Tea|Total Energy|Total Carbohydrates|Total Protein|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Tea|Total Energy|Total Carbohydrates|Total Protein,,Yes,,275,1
Demographic and Health Suvey Mozambique 2011,Publicly Available,MOZ,2011,DHS Questionnaire,National,22864,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-362.cfm,5455,1
ZANE Study,Private,MOZ,2010,Multiple Recall,Subnational,550,14,19,Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Sugar-Sweetened Beverages|Tea|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Fiber|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin E|Zinc|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Sugar-Sweetened Beverages|Tea|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Fiber|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin E|Zinc|Total Milk,In Progress,Yes,,87,1
